churn_rate,node_count,duration,faulty_rate,object_count,chunk_n,chunk_k,fragment_n,fragment_k,cache_sec,targeted_count,data_lost,targeted,repair,alive_count
4,100000,315360000,0.32,100,100,100,3,1,4294967295,0,100,0,336.2699999998392,0
4,100000,315360000,0.39999998,100,10,8,120,32,0,0,0,0,2000093.625,68
4,100000,315360000,0.39999998,100,100,100,3,1,4294967295,0,100,0,209.44999999995449,0
4,100000,315360000,0.08,100,10,8,100,32,0,0,0,0,1089923.875,91
4,100000,315360000,0.35999998,100,100,100,3,1,4294967295,0,100,0,267.219999999902,0
4,100000,315360000,0.24,100,100,100,3,1,4294967295,0,100,0,522.8799999996695,0
4,100000,315360000,0.35999998,100,100,100,3,1,4294967295,0,100,0,270.65999999989884,0
4,100000,315360000,0,100,10,8,100,32,0,0,0,0,1003785.875,100
4,100000,315360000,0.39999998,100,100,100,3,1,4294967295,0,100,0,214.8199999999496,0
4,100000,315360000,0.59999996,100,10,8,100,32,0,0,100,0,13299.75,0
4,100000,315360000,0.56,100,10,8,100,32,0,0,100,0,37864.875,0
4,100000,315360000,0.35999998,100,100,100,3,1,4294967295,0,100,0,269.3799999999,0
4,100000,315360000,0.04,100,10,8,120,32,0,0,0,0,1253774,113
4,100000,315360000,0.56,100,10,8,100,32,0,0,100,0,35546,0
4,100000,315360000,0.08,100,100,100,3,1,4294967295,0,100,0,2184.3000000012576,0
4,100000,315360000,0.28,100,100,100,3,1,4294967295,0,100,0,422.8499999997604,0
4,100000,315360000,0.32,100,10,8,100,32,0,0,0,0,1471648,54
4,100000,315360000,0.48,100,10,8,80,32,0,0,100,0,22154.5,0
4,100000,315360000,0.39999998,100,100,100,3,1,4294967295,0,100,0,211.12999999995296,0
4,100000,315360000,0.59999996,100,10,8,100,32,0,0,100,0,14974.875,0
4,100000,315360000,0.56,100,10,8,100,32,0,0,100,0,36564,0
4,100000,315360000,0.35999998,100,100,100,3,1,4294967295,0,100,0,271.8099999998978,0
4,100000,315360000,0.56,100,10,8,100,32,0,0,100,0,30589.75,0
4,100000,315360000,0.12,100,100,100,3,1,4294967295,0,100,0,1378.2099999988916,0
4,100000,315360000,0.16,100,100,100,3,1,4294967295,0,100,0,937.6899999992922,0
4,100000,315360000,0.48,100,10,8,100,32,0,0,100,0,548454.875,0
4,100000,315360000,0.16,100,100,100,3,1,4294967295,0,100,0,972.8699999992602,0
4,100000,315360000,0.59999996,100,10,8,120,32,0,0,100,0,90742.5,0
4,100000,315360000,0.24,100,100,100,3,1,4294967295,0,100,0,532.0699999996611,0
4,100000,315360000,0.59999996,100,10,8,100,32,0,0,100,0,13431.25,0
4,100000,315360000,0.32,100,10,8,100,32,0,0,0,0,1471628.625,57
4,100000,315360000,0.52,100,100,100,3,1,4294967295,0,100,0,112.64000000002072,0
4,100000,315360000,0.16,100,100,100,3,1,4294967295,0,100,0,953.2599999992781,0
4,100000,315360000,0.32,100,10,8,100,32,0,0,0,0,1471589.875,65
4,100000,315360000,0.32,100,100,100,3,1,4294967295,0,100,0,342.00999999983395,0
4,100000,315360000,0.52,100,10,8,100,32,0,0,100,0,125347.875,0
4,100000,315360000,0.24,100,100,100,3,1,4294967295,0,100,0,546.559999999648,0
4,100000,315360000,0.19999999,100,100,100,3,1,4294967295,0,100,0,699.9699999995084,0
4,100000,315360000,0.19999999,100,100,100,3,1,4294967295,0,100,0,719.149999999491,0
4,100000,315360000,0.08,100,10,8,100,32,0,0,0,0,1089889.125,89
4,100000,315360000,0.24,100,10,8,120,32,0,0,0,0,1580612.875,86
4,100000,315360000,0.52,100,10,8,100,32,0,0,100,0,105238,0
4,100000,315360000,0,100,100,100,3,1,4294967295,0,0,0,12001.050000215535,3
4,100000,315360000,0,100,10,8,100,32,0,0,0,0,1003736.375,100
4,100000,315360000,0.08,100,10,8,100,32,0,0,0,0,1089944.75,86
4,100000,315360000,0.04,100,100,100,3,1,4294967295,0,100,0,4487.790000051537,0
4,100000,315360000,0.56,100,10,8,120,32,0,0,100,0,437155.25,0
4,100000,315360000,0.12,100,100,100,3,1,4294967295,0,100,0,1349.8799999989174,0
4,100000,315360000,0.48,100,10,8,100,32,0,0,100,0,529194.375,0
4,100000,315360000,0.04,100,10,8,100,32,0,0,0,0,1045066.75,95
4,100000,315360000,0.32,100,10,8,80,32,0,0,5,0,1136162.875,55
4,100000,315360000,0.08,100,100,100,3,1,4294967295,0,100,0,2211.0400000018412,0
4,100000,315360000,0.44,100,100,100,3,1,4294967295,0,100,0,170.66999999998976,0
4,100000,315360000,0.32,100,100,100,3,1,4294967295,0,100,0,345.29999999983096,0
4,100000,315360000,0.59999996,100,10,8,100,32,0,0,100,0,14845.875,0
4,100000,315360000,0.44,100,10,8,120,32,0,0,0,0,2142574.25,64
4,100000,315360000,0.56,100,10,8,100,32,0,0,100,0,35323.625,0
4,100000,315360000,0.39999998,100,100,100,3,1,4294967295,0,100,0,218.16999999994655,0
4,100000,315360000,0.44,100,100,100,3,1,4294967295,0,100,0,173.00999999998763,0
4,100000,315360000,0.12,100,10,8,100,32,0,0,0,0,1139029.25,82
4,100000,315360000,0.08,100,10,8,100,32,0,0,0,0,1089967.25,92
4,100000,315360000,0.59999996,100,10,8,100,32,0,0,100,0,13203.125,0
4,100000,315360000,0,100,100,100,3,1,4294967295,0,0,0,11977.220000215015,3
4,100000,315360000,0.35999998,100,100,100,3,1,4294967295,0,100,0,268.90999999990044,0
4,100000,315360000,0.24,100,100,100,3,1,4294967295,0,100,0,541.1899999996529,0
4,100000,315360000,0,100,100,100,3,1,4294967295,0,0,0,11993.800000215377,3
4,100000,315360000,0.39999998,100,100,100,3,1,4294967295,0,100,0,211.56999999995256,0
4,100000,315360000,0.08,100,10,8,100,32,0,0,0,0,1089926.5,84
4,100000,315360000,0.48,100,10,8,80,32,0,0,100,0,21392.625,0
4,100000,315360000,0.39999998,100,10,8,80,32,0,0,100,0,231195,0
4,100000,315360000,0.04,100,10,8,100,32,0,0,0,0,1045094.75,92
4,100000,315360000,0.19999999,100,10,8,120,32,0,0,0,0,1502024,87
4,100000,315360000,0.59999996,100,10,8,120,32,0,0,100,0,92613.875,0
4,100000,315360000,0.08,100,10,8,100,32,0,0,0,0,1089959.25,93
4,100000,315360000,0,100,10,8,100,32,0,0,0,0,1003756.875,100
4,100000,315360000,0.28,100,10,8,120,32,0,0,0,0,1667966.5,76
4,100000,315360000,0.59999996,100,10,8,100,32,0,0,100,0,13177.25,0
4,100000,315360000,0.19999999,100,100,100,3,1,4294967295,0,100,0,720.7199999994896,0
4,100000,315360000,0.44,100,10,8,120,32,0,0,0,0,2142564.875,65
4,100000,315360000,0.19999999,100,10,8,120,32,0,0,0,0,1502042,86
