chunk_k,chunk_n,fragment_k,fragment_n,op,time
8,10,16,40,encode,16.359459
8,10,16,40,decode,13.984453
8,10,16,40,repair,0.70473367
8,10,32,80,encode,14.922327
8,10,32,80,decode,11.591995
8,10,32,80,repair,0.50972056
8,10,48,120,encode,14.905588
8,10,48,120,decode,11.325719
8,10,48,120,repair,0.46717888
