chunk_k,chunk_n,fragment_k,fragment_n,op,time
4,5,32,80,encode,15.981396
4,5,32,80,decode,13.956757
4,5,32,80,repair,1.0860021
8,10,32,80,encode,15.47109
8,10,32,80,decode,12.072816
8,10,32,80,repair,0.5315743
12,15,32,80,encode,16.398802
12,15,32,80,decode,14.825051
12,15,32,80,repair,0.4117932
