chunk_k,chunk_n,fragment_k,fragment_n,op,time
8,10,16,40,encode,16.594215
8,10,16,40,decode,14.189257
8,10,16,40,repair,0.7554784
8,10,32,80,encode,15.186136
8,10,32,80,decode,11.813545
8,10,32,80,repair,0.49671924
8,10,48,120,encode,15.141682
8,10,48,120,decode,11.741692
8,10,48,120,repair,0.49644217
