chunk_k,chunk_n,fragment_k,fragment_n,op,time
8,10,16,40,encode,16.7252
8,10,16,40,decode,14.325376
8,10,16,40,repair,0.7174785
8,10,32,80,encode,15.136618
8,10,32,80,decode,11.616829
8,10,32,80,repair,0.49957013
8,10,48,120,encode,15.346251
8,10,48,120,decode,11.793322
8,10,48,120,repair,0.50684947
