chunk_k,chunk_n,fragment_k,fragment_n,op,time
8,10,16,40,encode,17.274666
8,10,16,40,decode,14.585372
8,10,16,40,repair,0.74413157
8,10,32,80,encode,15.643639
8,10,32,80,decode,12.215832
8,10,32,80,repair,0.5503016
8,10,48,120,encode,15.777521
8,10,48,120,decode,11.726952
8,10,48,120,repair,0.51291424
